id,id_eleve,id_matiere,note
23424,2926,11,3.5
23425,2927,1,1.0
23426,2927,2,10.5
23427,2927,3,8.0
23428,2927,4,8.0
23429,2927,5,14.0
23430,2927,6,14.5
23431,2927,7,15.5
23432,2927,8,17.5
23433,2928,1,18.0
23434,2928,2,15.0
23435,2928,3,10.5
23436,2928,4,15.5
23437,2928,5,14.5
23438,2928,6,11.5
23439,2928,7,3.5
23440,2928,8,6.5
23441,2929,1,8.5
23442,2929,2,10.5
23443,2929,3,18.5
23444,2929,4,7.5
23445,2929,5,3.5
23446,2929,6,7.0
23447,2929,7,7.5
23448,2930,1,3.0
23449,2930,2,10.5
23450,2930,3,5.5
23451,2930,4,19.0
23452,2930,5,14.5
23453,2930,6,5.5
23454,2930,7,17.5
23455,2930,10,13.0
23456,2930,11,13.0
23457,2931,1,19.0
23458,2931,2,13.0
23459,2931,3,4.0
23460,2931,4,10.0
23461,2931,5,15.0
23462,2931,6,16.5
23463,2931,7,2.5
23464,2931,8,13.5
23465,2932,1,17.5
23466,2932,2,12.5
23467,2932,3,7.5
23468,2932,4,1.5
23469,2932,5,15.0
23470,2932,6,15.5
23471,2932,7,12.0
23472,2932,8,11.5
23473,2933,1,18.5
23474,2933,2,9.0
23475,2933,3,4.0
23476,2933,4,6.5
23477,2933,5,3.5
23478,2933,6,1.0
23479,2933,7,1.5
23480,2933,8,14.5
23481,2933,12,15.5
23482,2934,1,9.0
23483,2934,2,20.0
23484,2934,3,17.5
23485,2934,4,13.5
23486,2934,5,10.0
23487,2934,6,17.0
23488,2934,7,14.5
23489,2934,8,11.0
23490,2935,1,1.5
23491,2935,2,16.0
23492,2935,3,0.5
23493,2935,4,12.5
23494,2935,5,14.0
23495,2935,6,1.5
23496,2935,7,11.5
23497,2935,8,10.5
23498,2936,1,10.5
23499,2936,2,15.5
23500,2936,3,6.0
23501,2936,4,8.0
23502,2936,5,4.5
23503,2936,6,6.5
23504,2936,7,7.0
23505,2936,8,17.5
23506,2937,1,11.0
23507,2937,2,17.0
23508,2937,3,2.0
23509,2937,4,16.0
23510,2937,5,16.0
23511,2937,6,5.0
23512,2937,7,4.0
23513,2937,9,15.0
23514,2938,1,4.5
23515,2938,2,12.0
23516,2938,3,4.0
23517,2938,4,10.5
23518,2938,5,1.0
23519,2938,6,13.5
23520,2938,7,16.5
23521,2939,1,9.0
23522,2939,2,11.5
23523,2939,3,19.0
23524,2939,4,3.0
23525,2939,5,3.5
23526,2939,6,5.5
23527,2939,7,12.5
23528,2939,8,6.0
23529,2940,1,7.5
23530,2940,2,17.5
23531,2940,3,14.5
23532,2940,4,3.5
23533,2940,5,9.0
23534,2940,6,11.0
23535,2940,7,4.0
23536,2940,8,15.0
23537,2940,9,6.5
23538,2941,1,1.5
23539,2941,2,4.5
23540,2941,3,9.5
23541,2941,4,8.5
23542,2941,5,11.5
23543,2941,6,14.0
23544,2941,7,16.5
23545,2941,9,2.0
23546,2942,1,16.0
23547,2942,2,7.0
23548,2942,3,6.5
23549,2942,4,4.5
23550,2942,5,13.0
23551,2942,6,18.5
23552,2942,7,7.5
23553,2942,8,5.5
23554,2943,1,9.0
23555,2943,2,13.5
23556,2943,3,8.0
23557,2943,4,9.5
23558,2943,5,8.5
23559,2943,6,10.5
23560,2943,7,11.0
23561,2943,9,18.5
23562,2944,1,2.0
23563,2944,2,0.5
23564,2944,3,2.0
23565,2944,4,12.0
23566,2944,5,11.5
23567,2944,6,14.0
23568,2944,7,1.5
23569,2944,8,8.0
23570,2945,1,10.0
23571,2945,2,9.0
23572,2945,3,1.5
23573,2945,4,11.0
23574,2945,5,14.5
23575,2945,6,18.5
23576,2945,7,13.0
23577,2945,8,7.0
23578,2946,1,5.5
23579,2946,2,2.5
23580,2946,3,14.0
23581,2946,4,8.5
23582,2946,5,19.0
23583,2946,6,2.0
23584,2946,7,8.5
23585,2946,8,15.5
23586,2947,1,8.5
23587,2947,2,12.5
23588,2947,3,16.0
23589,2947,4,5.5
23590,2947,5,18.5
23591,2947,6,18.5
23592,2947,7,6.5
23593,2947,8,11.5
23594,2948,1,17.5
23595,2948,2,1.0
23596,2948,3,14.5
23597,2948,4,16.5
23598,2948,5,12.0
23599,2948,6,19.0
23600,2948,7,8.0
23601,2948,8,10.5
23602,2949,1,9.5
23603,2949,2,14.0
23604,2949,3,11.5
23605,2949,4,5.5
23606,2949,5,19.0
23607,2949,6,4.0
23608,2949,7,18.0
23609,2949,9,3.0
23610,2950,1,11.5
23611,2950,2,13.5
23612,2950,3,1.5
23613,2950,4,15.0
23614,2950,5,19.0
23615,2950,6,7.0
23616,2950,7,10.0
23617,2950,8,14.5
23618,2951,1,13.5
23619,2951,2,19.0
23620,2951,3,1.0
23621,2951,4,19.0
23622,2951,5,5.5
23623,2951,6,12.5
23624,2951,7,13.5
23625,2951,9,14.5
23626,2952,1,15.5
23627,2952,2,11.5
23628,2952,3,12.0
23629,2952,4,0.5
23630,2952,5,4.0
23631,2952,6,13.5
23632,2952,7,7.5
23633,2952,8,17.5
23634,2953,1,12.0
23635,2953,2,1.5
23636,2953,3,18.0
23637,2953,4,18.5
23638,2953,5,1.5
23639,2953,6,7.0
23640,2953,7,19.0
23641,2953,8,8.0
23642,2953,9,8.0
23643,2954,1,18.5
23644,2954,2,15.5
23645,2954,3,11.5
23646,2954,4,3.5
23647,2954,5,7.0
23648,2954,6,12.5
23649,2954,7,14.5
23650,2954,8,2.5
23651,2955,1,15.0
23652,2955,2,1.5
23653,2955,3,7.0
23654,2955,4,16.0
23655,2955,5,14.5
23656,2955,6,18.5
23657,2955,7,8.5
23658,2955,12,5.0
23659,2956,1,7.5
23660,2956,2,0.5
23661,2956,3,15.0
23662,2956,4,19.0
23663,2956,5,8.5
23664,2956,6,10.5
23665,2956,7,18.0
23666,2956,8,15.5
23667,2957,1,2.0
23668,2957,2,1.0
23669,2957,3,9.5
23670,2957,4,1.0
23671,2957,5,9.5
23672,2957,6,17.0
23673,2957,7,4.0
23674,2957,8,8.5
23675,2958,1,3.5
23676,2958,2,12.5
23677,2958,3,6.5
23678,2958,4,7.5
23679,2958,5,7.0
23680,2958,6,15.0
23681,2958,7,4.0
23682,2958,9,18.0
23683,2959,1,16.0
23684,2959,2,11.5
23685,2959,3,1.0
23686,2959,4,9.0
23687,2959,5,17.0
23688,2959,6,7.5
23689,2959,7,19.5
23690,2959,8,10.0
23691,2960,1,18.5
23692,2960,2,20.0
23693,2960,3,15.0
23694,2960,4,16.0
23695,2960,5,9.0
23696,2960,6,16.5
23697,2960,7,12.5
23698,2960,9,11.5
23699,2961,1,7.5
23700,2961,2,8.0
23701,2961,3,11.0
23702,2961,4,17.5
23703,2961,5,14.5
23704,2961,6,13.5
23705,2961,7,2.0
23706,2961,9,13.0
23707,2961,11,1.0
23708,2962,1,8.0
23709,2962,2,9.5
23710,2962,3,10.0
23711,2962,4,7.0
23712,2962,5,16.5
23713,2962,6,14.0
23714,2962,7,14.5
23715,2962,8,16.5
23716,2963,1,6.0
23717,2963,2,2.0
23718,2963,3,8.5
23719,2963,4,6.5
23720,2963,5,19.0
23721,2963,6,1.0
23722,2963,7,4.0
23723,2964,1,18.0
23724,2964,2,12.5
23725,2964,3,14.5
23726,2964,4,8.5
23727,2964,5,16.0
23728,2964,6,2.0
23729,2964,7,7.5
23730,2964,8,1.0
23731,2965,1,16.5
23732,2965,2,18.5
23733,2965,3,12.0
23734,2965,4,4.5
23735,2965,5,7.5
23736,2965,6,15.0
23737,2965,7,1.0
23738,2965,9,9.5
23739,2966,1,6.0
23740,2966,2,4.0
23741,2966,3,7.0
23742,2966,4,6.0
23743,2966,5,12.0
23744,2966,6,6.5
23745,2966,7,10.0
23746,2966,9,14.5
23747,2966,8,18.5
23748,2967,1,3.5
23749,2967,2,3.0
23750,2967,3,13.5
23751,2967,4,18.5
23752,2967,5,11.5
23753,2967,6,18.0
23754,2967,7,8.5
23755,2967,8,19.5
23756,2968,1,2.0
23757,2968,2,1.0
23758,2968,3,13.5
23759,2968,4,4.5
23760,2968,5,10.0
23761,2968,6,8.5
23762,2968,7,3.0
23763,2968,8,19.0
23764,2969,1,1.0
23765,2969,2,11.5
23766,2969,3,14.0
23767,2969,4,1.5
23768,2969,5,2.5
23769,2969,6,6.5
23770,2969,7,3.5
23771,2969,8,4.0
23772,2970,1,10.5
23773,2970,2,7.5
23774,2970,3,5.5
23775,2970,4,11.0
23776,2970,5,18.5
23777,2970,6,19.5
23778,2970,7,4.0
23779,2970,9,16.5
23780,2971,1,12.5
23781,2971,2,18.5
23782,2971,3,3.5
23783,2971,4,8.5
23784,2971,5,7.0
23785,2971,6,13.0
23786,2971,7,12.5
23787,2971,8,17.5
23788,2972,1,18.0
23789,2972,2,19.0
23790,2972,3,12.0
23791,2972,4,1.5
23792,2972,5,12.5
23793,2972,6,7.5
23794,2972,7,10.5
23795,2972,8,11.0
23796,2973,1,8.0
23797,2973,2,19.0
23798,2973,3,19.0
23799,2973,4,7.5
23800,2973,5,10.0
23801,2973,6,1.5
23802,2973,7,4.0
23803,2973,8,8.5
23804,2973,11,2.0
23805,2974,1,12.5
23806,2974,2,3.0
23807,2974,3,7.5
23808,2974,4,16.5
23809,2974,5,12.5
23810,2974,6,13.0
23811,2974,7,4.0
23812,2974,9,1.5
23813,2975,1,8.5
23814,2975,2,10.0
23815,2975,3,14.5
23816,2975,4,10.0
23817,2975,5,19.0
23818,2975,6,14.5
23819,2975,7,13.5
23820,2975,8,17.5
23821,2976,1,7.0
23822,2976,2,9.0
23823,2976,3,11.5
23824,2976,4,3.0
23825,2976,5,10.0
23826,2976,6,3.0
23827,2976,7,11.0
23828,2976,8,16.0
23829,2977,1,17.0
23830,2977,2,5.0
23831,2977,3,0.5
23832,2977,4,11.5
23833,2977,5,7.5
23834,2977,6,15.5
23835,2977,7,2.5
23836,2977,8,3.5
23837,2978,1,12.5
23838,2978,2,6.5
23839,2978,3,9.0
23840,2978,4,13.0
23841,2978,5,17.5
23842,2978,6,12.0
23843,2978,7,10.0
23844,2978,8,9.0
23845,2979,1,19.0
23846,2979,2,5.0
23847,2979,3,15.0
23848,2979,4,3.5
23849,2979,5,14.5
23850,2979,6,5.0
23851,2979,7,10.0
23852,2979,8,6.0
23853,2980,1,18.5
23854,2980,2,2.0
23855,2980,3,13.5
23856,2980,4,18.0
23857,2980,5,11.5
23858,2980,6,16.0
23859,2980,7,5.0
23860,2980,8,14.5
23861,2981,1,1.0
23862,2981,2,13.5
23863,2981,3,19.0
23864,2981,4,7.0
23865,2981,5,4.0
23866,2981,6,15.5
23867,2981,7,9.0
23868,2981,8,4.5
23869,2982,1,9.0
23870,2982,2,1.5
23871,2982,3,12.5
23872,2982,4,3.0
23873,2982,5,3.5
23874,2982,6,11.5
23875,2982,7,8.5
23876,2982,8,12.0
23877,2983,1,3.0
23878,2983,2,15.5
23879,2983,3,1.0
23880,2983,4,13.5
23881,2983,5,14.0
23882,2983,6,3.5
23883,2983,7,16.0
23884,2983,8,2.5
23885,2984,1,3.5
23886,2984,2,6.5
23887,2984,3,7.5
23888,2984,4,1.0
23889,2984,5,5.5
23890,2984,6,12.0
23891,2984,7,13.0
23892,2984,8,15.5
23893,2985,1,16.5
23894,2985,2,2.5
23895,2985,3,15.0
23896,2985,4,18.0
23897,2985,5,6.0
23898,2985,6,8.5
23899,2985,7,10.5
23900,2985,8,4.0
23901,2986,1,7.0
23902,2986,2,15.0
23903,2986,3,17.5
23904,2986,4,4.0
23905,2986,5,6.5
23906,2986,6,5.0
23907,2986,7,19.0
23908,2986,8,16.0
23909,2987,1,5.0
23910,2987,2,17.0
23911,2987,3,2.5
23912,2987,4,17.0
23913,2987,5,17.5
23914,2987,6,11.0
23915,2987,7,10.5
23916,2987,8,4.0
23917,2988,1,14.5
23918,2988,2,16.0
23919,2988,3,11.0
23920,2988,4,2.0
23921,2988,5,2.5
23922,2988,6,14.5
23923,2988,7,15.0
23924,2988,8,12.5
23925,2989,1,19.0
23926,2989,2,7.5
23927,2989,3,7.0
23928,2989,4,19.0
23929,2989,5,0.5
23930,2989,6,1.0
23931,2989,7,8.5
23932,2989,9,10.5
23933,2990,1,15.0
23934,2990,2,3.5
23935,2990,3,11.5
23936,2990,4,14.0
23937,2990,5,15.5
23938,2990,6,4.5
23939,2990,7,6.5
23940,2990,8,15.0
23941,2991,1,7.0
23942,2991,2,6.0
23943,2991,3,2.5
23944,2991,4,19.0
23945,2991,5,1.5
23946,2991,6,14.5
23947,2991,7,9.0
23948,2991,8,10.5
23949,2991,11,17.0
23950,2992,1,15.0
23951,2992,2,19.0
23952,2992,3,11.0
23953,2992,4,6.5
23954,2992,5,5.5
23955,2992,6,12.0
23956,2992,7,17.0
23957,2992,8,4.5
23958,2993,1,9.5
23959,2993,2,9.5
23960,2993,3,14.0
23961,2993,4,13.0
23962,2993,5,10.0
23963,2993,6,6.0
23964,2993,7,1.5
23965,2993,8,15.0
23966,2994,1,12.0
23967,2994,2,12.5
23968,2994,3,19.0
23969,2994,4,13.5
23970,2994,5,18.0
23971,2994,6,14.0
23972,2994,7,5.5
23973,2994,8,3.5
23974,2995,1,12.0
23975,2995,2,2.5
23976,2995,3,16.5
23977,2995,4,13.5
23978,2995,5,13.5
23979,2995,6,6.0
23980,2995,7,9.5
23981,2995,8,16.5
23982,2995,12,4.0
23983,2996,1,18.0
23984,2996,2,16.5
23985,2996,3,3.0
23986,2996,4,2.0
23987,2996,5,15.0
23988,2996,6,6.0
23989,2996,7,14.5
23990,2996,8,17.0
23991,2996,11,4.5
23992,2997,1,11.0
23993,2997,2,3.5
23994,2997,3,19.5
23995,2997,4,8.0
23996,2997,5,17.0
23997,2997,6,1.5
23998,2997,7,19.5
23999,2997,8,10.5
24000,2998,1,10.0
24001,2998,2,13.0
24002,2998,3,8.0
24003,2998,4,11.5
24004,2998,5,4.0
24005,2998,6,8.0
24006,2998,7,2.5
24007,2998,9,13.5
24008,2999,1,5.0
24009,2999,2,10.5
24010,2999,3,1.5
24011,2999,4,3.5
24012,2999,5,1.5
24013,2999,6,19.0
24014,2999,7,9.0
24015,2999,8,14.0
24016,3000,1,5.5
24017,3000,2,12.0
24018,3000,3,3.5
24019,3000,4,13.0
24020,3000,5,4.5
24021,3000,6,12.5
24022,3000,7,5.5
24023,3000,8,10.5
24024,3001,1,4.0
24025,3001,2,9.5
24026,3001,3,2.5
24027,3001,4,8.5
24028,3001,5,10.5
24029,3001,6,8.5
24030,3001,7,14.0
24031,3001,8,19.0
24032,3002,1,1.0
24033,3002,2,18.0
24034,3002,3,7.5
24035,3002,4,17.5
24036,3002,5,8.5
24037,3002,6,12.0
24038,3002,7,11.5
24039,3002,8,19.5
24040,3003,1,3.5
24041,3003,2,19.5
24042,3003,3,5.5
24043,3003,4,19.0
24044,3003,5,4.0
24045,3003,6,18.0
24046,3003,7,18.0
24047,3004,1,5.0
24048,3004,2,19.5
24049,3004,3,2.5
24050,3004,4,3.5
24051,3004,5,18.5
24052,3004,6,5.5
24053,3004,7,8.5
24054,3004,9,6.5
24055,3004,10,19.0
24056,3005,1,18.0
24057,3005,2,9.0
24058,3005,3,10.0
24059,3005,4,10.0
24060,3005,5,11.5
24061,3005,6,13.0
24062,3005,7,5.0
24063,3005,8,19.5
24064,3006,1,12.5
24065,3006,2,13.5
24066,3006,3,7.5
24067,3006,4,1.5
24068,3006,5,16.5
24069,3006,6,6.0
24070,3006,7,13.5
24071,3006,8,14.5
24072,3007,1,2.5
24073,3007,2,1.0
24074,3007,3,11.5
24075,3007,4,16.0
24076,3007,5,16.0
24077,3007,6,4.0
24078,3007,7,14.5
24079,3008,1,6.5
24080,3008,2,18.5
24081,3008,3,19.0
24082,3008,4,19.0
24083,3008,5,12.0
24084,3008,6,19.0
24085,3008,7,16.5
24086,3008,8,15.0
24087,3009,1,15.5
24088,3009,2,5.5
24089,3009,3,9.0
24090,3009,4,5.5
24091,3009,5,13.0
24092,3009,6,12.0
24093,3009,7,19.5
24094,3009,8,2.0
24095,3009,11,2.5
24096,3010,1,1.0
24097,3010,2,10.5
24098,3010,3,11.0
24099,3010,4,5.0
24100,3010,5,9.5
24101,3010,6,10.0
24102,3010,7,6.5
24103,3010,8,10.0
24104,3010,10,2.0
24105,3011,1,10.5
24106,3011,2,1.0
24107,3011,3,15.0
24108,3011,4,5.0
24109,3011,5,4.5
24110,3011,6,15.0
24111,3011,7,12.0
24112,3011,8,13.5
24113,3012,1,5.5
24114,3012,2,13.0
24115,3012,3,6.0
24116,3012,4,6.0
24117,3012,5,3.0
24118,3012,6,3.0
24119,3012,7,9.0
24120,3012,8,11.0
24121,3013,1,5.0
24122,3013,2,15.0
24123,3013,3,13.0
24124,3013,4,17.0
24125,3013,5,4.0
24126,3013,6,8.5
24127,3013,7,6.0
24128,3013,8,3.0
24129,3014,1,16.0
24130,3014,2,9.0
24131,3014,3,1.5
24132,3014,4,5.0
24133,3014,5,3.5
24134,3014,6,4.5
24135,3014,7,8.5
24136,3014,9,9.0
24137,3015,1,17.5
24138,3015,2,19.5
24139,3015,3,12.5
24140,3015,4,19.0
24141,3015,5,19.5
24142,3015,6,16.5
24143,3015,7,11.5
24144,3015,8,3.5
24145,3016,1,9.5
24146,3016,2,7.0
24147,3016,3,17.5
24148,3016,4,7.0
24149,3016,5,2.5
24150,3016,6,13.5
24151,3016,7,9.0
24152,3016,9,16.0
24153,3017,1,17.5
24154,3017,2,13.0
24155,3017,3,9.0
24156,3017,4,2.5
24157,3017,5,7.0
24158,3017,6,12.5
24159,3017,7,14.0
24160,3017,8,7.5
24161,3018,1,11.5
24162,3018,2,9.0
24163,3018,3,17.0
24164,3018,4,19.5
24165,3018,5,5.0
24166,3018,6,5.5
24167,3018,7,13.0
24168,3018,10,3.5
24169,3019,1,12.0
24170,3019,2,16.5
24171,3019,3,19.5
24172,3019,4,7.0
24173,3019,5,2.5
24174,3019,6,3.5
24175,3019,7,4.0
24176,3019,8,4.5
24177,3020,1,13.0
24178,3020,2,5.5
24179,3020,3,9.5
24180,3020,4,20.0
24181,3020,5,17.0
24182,3020,6,8.5
24183,3020,7,8.0
24184,3021,1,4.5
24185,3021,2,6.5
24186,3021,3,18.0
24187,3021,4,2.5
24188,3021,5,14.0
24189,3021,6,6.0
24190,3021,7,17.5
24191,3021,8,4.0
24192,3022,1,20.0
24193,3022,2,10.5
24194,3022,3,1.0
24195,3022,4,8.0
24196,3022,5,7.5
24197,3022,6,8.0
24198,3022,7,16.5
24199,3022,8,17.5
24200,3023,1,11.5
24201,3023,2,16.5
24202,3023,3,13.0
24203,3023,4,15.5
24204,3023,5,8.5
24205,3023,6,0.5
24206,3023,7,4.5
24207,3023,8,18.5
24208,3024,1,19.5
24209,3024,2,14.5
24210,3024,3,1.5
24211,3024,4,13.0
24212,3024,5,6.5
24213,3024,6,8.0
24214,3024,7,18.0
24215,3024,11,10.0
24216,3025,1,17.5
24217,3025,2,10.0
24218,3025,3,12.0
24219,3025,4,14.0
24220,3025,5,13.5
24221,3025,6,6.0
24222,3025,7,6.0
24223,3026,1,13.0
24224,3026,2,13.5
24225,3026,3,16.5
24226,3026,4,13.5
24227,3026,5,1.5
24228,3026,6,13.0
24229,3026,7,11.0
24230,3026,8,13.0
24231,3027,1,12.0
24232,3027,2,17.0
24233,3027,3,4.0
24234,3027,4,6.0
24235,3027,5,14.5
24236,3027,6,9.5
24237,3027,7,7.5
24238,3027,8,9.0
24239,3028,1,9.5
24240,3028,2,1.0
24241,3028,3,0.5
24242,3028,4,8.0
24243,3028,5,15.5
24244,3028,6,4.0
24245,3028,7,11.5
24246,3028,8,11.5
24247,3029,1,5.0
24248,3029,2,9.0
24249,3029,3,1.0
24250,3029,4,15.5
24251,3029,5,16.0
24252,3029,6,16.5
24253,3029,7,2.0
24254,3029,9,6.5
24255,3029,12,20.0
24256,3030,1,8.0
24257,3030,2,18.5
24258,3030,3,11.0
24259,3030,4,19.5
24260,3030,5,12.0
24261,3030,6,6.0
24262,3030,7,6.0
24263,3030,8,4.5
24264,3031,1,19.5
24265,3031,2,9.0
24266,3031,3,15.5
24267,3031,4,15.0
24268,3031,5,8.5
24269,3031,6,14.0
24270,3031,7,6.5
24271,3031,8,11.0
24272,3032,1,19.5
24273,3032,2,1.0
24274,3032,3,1.5
24275,3032,4,2.0
24276,3032,5,9.5
24277,3032,6,5.0
24278,3032,7,16.5
24279,3032,8,7.0
24280,3033,1,1.5
24281,3033,2,5.0
24282,3033,3,14.0
24283,3033,4,9.5
24284,3033,5,8.0
24285,3033,6,6.5
24286,3033,7,3.5
24287,3033,8,6.0
24288,3034,1,5.5
24289,3034,2,17.0
24290,3034,3,14.0
24291,3034,4,6.5
24292,3034,5,1.0
24293,3034,6,12.0
24294,3034,7,1.0
24295,3034,9,6.5
24296,3035,1,12.0
24297,3035,2,14.0
24298,3035,3,20.0
24299,3035,4,7.5
24300,3035,5,10.0
24301,3035,6,14.5
24302,3035,7,17.0
24303,3035,8,4.0
24304,3035,10,15.0
24305,3036,1,7.5
24306,3036,2,17.0
24307,3036,3,5.5
24308,3036,4,16.0
24309,3036,5,8.5
24310,3036,6,0.5
24311,3036,7,18.5
24312,3036,8,15.0
24313,3037,1,10.0
24314,3037,2,3.0
24315,3037,3,14.0
24316,3037,4,14.0
24317,3037,5,2.0
24318,3037,6,11.0
24319,3037,7,17.0
24320,3037,8,4.0
24321,3038,1,7.5
24322,3038,2,1.5
24323,3038,3,7.0
24324,3038,4,15.5
24325,3038,5,11.0
24326,3038,6,7.5
24327,3038,7,2.0
24328,3038,11,9.0
24329,3039,1,1.5
24330,3039,2,12.5
24331,3039,3,17.5
24332,3039,4,1.5
24333,3039,5,7.0
24334,3039,6,20.0
24335,3039,7,3.0
24336,3039,10,2.5
24337,3040,1,18.0
24338,3040,2,13.0
24339,3040,3,11.0
24340,3040,4,19.0
24341,3040,5,14.5
24342,3040,6,9.0
24343,3040,7,15.5
24344,3040,9,1.5
24345,3041,1,11.5
24346,3041,2,3.5
24347,3041,3,13.0
24348,3041,4,10.0
24349,3041,5,11.5
24350,3041,6,19.0
24351,3041,7,7.0
24352,3041,8,15.0
24353,3042,1,8.5
24354,3042,2,8.0
24355,3042,3,10.0
24356,3042,4,9.5
24357,3042,5,13.5
24358,3042,6,11.5
24359,3042,7,10.5
24360,3042,8,11.5
24361,3043,1,15.5
24362,3043,2,8.0
24363,3043,3,13.5
24364,3043,4,9.0
24365,3043,5,11.0
24366,3043,6,5.5
24367,3043,7,9.0
24368,3043,9,18.5
24369,3044,1,17.0
24370,3044,2,15.0
24371,3044,3,16.0
24372,3044,4,15.5
24373,3044,5,18.5
24374,3044,6,15.0
24375,3044,7,17.5
24376,3044,8,5.0
24377,3045,1,3.5
24378,3045,2,16.0
24379,3045,3,4.0
24380,3045,4,13.0
24381,3045,5,2.5
24382,3045,6,15.0
24383,3045,7,13.0
24384,3045,8,5.0
24385,3046,1,16.0
24386,3046,2,14.0
24387,3046,3,7.0
24388,3046,4,7.5
24389,3046,5,18.0
24390,3046,6,4.0
24391,3046,7,5.0
24392,3047,1,19.0
24393,3047,2,6.0
24394,3047,3,12.5
24395,3047,4,12.0
24396,3047,5,9.0
24397,3047,6,10.5
24398,3047,7,17.0
24399,3047,8,3.5
24400,3048,1,11.5
24401,3048,2,10.0
24402,3048,3,7.5
24403,3048,4,1.5
24404,3048,5,17.0
24405,3048,6,6.0
24406,3048,7,7.5
24407,3048,8,8.5
24408,3049,1,18.5
24409,3049,2,14.5
24410,3049,3,15.0
24411,3049,4,16.0
24412,3049,5,4.0
24413,3049,6,16.5
24414,3049,7,1.0
24415,3049,9,3.5
24416,3050,1,17.5
24417,3050,2,13.0
24418,3050,3,13.0
24419,3050,4,15.5
24420,3050,5,9.5
24421,3050,6,19.0
24422,3050,7,3.0
24423,3051,1,10.0
24424,3051,2,14.5
24425,3051,3,14.5
24426,3051,4,9.5
24427,3051,5,18.0
24428,3051,6,16.0
24429,3051,7,1.0
24430,3052,1,17.5
24431,3052,2,5.5
24432,3052,3,15.5
24433,3052,4,2.5
24434,3052,5,3.5
24435,3052,6,6.0
24436,3052,7,1.0
24437,3052,8,2.0
24438,3053,1,18.5
24439,3053,2,7.0
24440,3053,3,16.5
24441,3053,4,16.0
24442,3053,5,16.5
24443,3053,6,14.5
24444,3053,7,19.5
24445,3053,9,7.0
24446,3054,1,9.5
24447,3054,2,13.5
24448,3054,3,18.0
24449,3054,4,15.0
24450,3054,5,9.0
24451,3054,6,10.0
24452,3054,7,11.5
24453,3054,8,20.0
24454,3055,1,13.5
24455,3055,2,19.5
24456,3055,3,13.5
24457,3055,4,17.5
24458,3055,5,8.0
24459,3055,6,12.0
24460,3055,7,17.0
24461,3055,8,18.5
24462,3056,1,9.5
24463,3056,2,16.5
24464,3056,3,17.5
24465,3056,4,17.5
24466,3056,5,8.5
24467,3056,6,18.0
24468,3056,7,1.5
24469,3056,8,5.5
24470,3057,1,6.0
24471,3057,2,17.0
24472,3057,3,10.0
24473,3057,4,1.5
24474,3057,5,6.5
24475,3057,6,12.5
24476,3057,7,6.5
24477,3057,11,13.0
24478,3058,1,1.0
24479,3058,2,15.0
24480,3058,3,19.0
24481,3058,4,18.5
24482,3058,5,3.0
24483,3058,6,5.0
24484,3058,7,6.0
24485,3058,8,11.0
24486,3059,1,19.0
24487,3059,2,9.5
24488,3059,3,8.0
24489,3059,4,12.5
24490,3059,5,12.5
24491,3059,6,18.5
24492,3059,7,15.0
24493,3059,8,2.5
24494,3060,1,12.5
24495,3060,2,2.5
24496,3060,3,12.0
24497,3060,4,9.0
24498,3060,5,2.0
24499,3060,6,3.0
24500,3060,7,16.0
24501,3060,9,20.0
24502,3061,1,9.0
24503,3061,2,9.0
24504,3061,3,14.0
24505,3061,4,12.0
24506,3061,5,2.5
24507,3061,6,14.5
24508,3061,7,10.5
24509,3061,8,1.5
24510,3062,1,13.0
24511,3062,2,17.5
24512,3062,3,10.5
24513,3062,4,18.5
24514,3062,5,4.0
24515,3062,6,10.5
24516,3062,7,20.0
24517,3063,1,19.0
24518,3063,2,11.0
24519,3063,3,11.0
24520,3063,4,16.0
24521,3063,5,18.5
24522,3063,6,8.5
24523,3063,7,19.5
24524,3063,8,10.5
24525,3064,1,10.0
24526,3064,2,6.5
24527,3064,3,8.0
24528,3064,4,7.0
24529,3064,5,20.0
24530,3064,6,5.0
24531,3064,7,11.0
24532,3064,8,1.0
24533,3065,1,3.5
24534,3065,2,15.5
24535,3065,3,15.5
24536,3065,4,7.5
24537,3065,5,6.5
24538,3065,6,10.0
24539,3065,7,6.5
24540,3065,9,11.0
24541,3066,1,10.5
24542,3066,2,9.0
24543,3066,3,15.5
24544,3066,4,15.0
24545,3066,5,4.0
24546,3066,6,18.5
24547,3066,7,13.0
24548,3066,8,19.5
24549,3067,1,1.5
24550,3067,2,3.5
24551,3067,3,4.0
24552,3067,4,8.0
24553,3067,5,11.5
24554,3067,6,15.5
24555,3067,7,2.0
24556,3067,8,14.0
24557,3067,12,11.0
24558,3068,1,3.5
24559,3068,2,6.0
24560,3068,3,10.0
24561,3068,4,8.5
24562,3068,5,12.0
24563,3068,6,3.5
24564,3068,7,4.0
24565,3068,8,2.0
24566,3069,1,15.5
24567,3069,2,3.5
24568,3069,3,19.5
24569,3069,4,10.5
24570,3069,5,7.5
24571,3069,6,2.0
24572,3069,7,5.5
24573,3069,8,15.0
24574,3070,1,14.0
24575,3070,2,15.5
24576,3070,3,12.5
24577,3070,4,13.5
24578,3070,5,11.0
24579,3070,6,8.0
24580,3070,7,18.0
24581,3070,8,11.5
24582,3071,1,17.5
24583,3071,2,9.5
24584,3071,3,15.0
24585,3071,4,5.0
24586,3071,5,11.5
24587,3071,6,1.0
24588,3071,7,2.0
